title;price;area;bedroom;toilet;link;address;legal;furniture;post_date;loai_bds;district
Bán nhà phố 5 tầng, DT 55m2/tổng sàn 245m2 | Noble Palace Tây Thăng Long / Liên Hệ0922 744 ***;12,7 tỷ;55  m²;N/A;N/A;https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tay-thang-long-xa-tan-lap-24-prj-noble-palace-tay-thang-long/ban-5-tang-dt-55m2-tong-san-245m2-lien-he-pr44234129;Noble Palace Tây Thăng Long, Tây Thăng Long, Tân Lập, Đan Phượng, Hà Nội;N/A;N/A;09/10/2025;Biệt thự/Liền kề;N/A
Bán đất 250m2, 3,75 tỷ tại xã Phú Mãn, Quốc Oai, Hà Nội;3,75 tỷ;250  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-phu-man/ban-250m2-3-75-ty-tai-quoc-oai-ha-noi-pr44046427;Xã Phú Mãn, Quốc Oai, Hà Nội;Sổ đỏ/ Sổ hồng.;N/A;12/10/2025;Đất nền/Thổ cư;N/A
Nhà Ngõ Hoà Bình 7 Minh Khai, gần Bạch Mai. MB42m2, Nhà 4T mới, full nội thất, vị trí đẹp.;Giá thỏa thuận;42  m²;6 PN;4 WC;https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-hoang-van-thu-4/-ngo-hoa-binh-7-gan-bach-mai-mb42m2-4t-moi-full-noi-that-vi-tri-dep-pr44257700;Minh Khai, Hoàng Văn Thụ, Hoàng Mai, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;12/10/2025;Nhà riêng/Khác;N/A
Chung Cư Celestine Westlake Tây Hồ quỹ căn người nước ngoài, xuất ngoại giao view vị trí đẹp;Giá thỏa thuận;55,8  m²;1 PN;1 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-thuong-1-prj-celestine-westlake/-tay-truc-tiep-chu-dau-tu-gia-tot-nhat-pr44257698;Celestine Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội;Hợp đồng mua bán;N/A;12/10/2025;Căn hộ chung cư;N/A
Chính chủ cần bán hàng FO đối diện nhà máy in tiền công nghệ cao Hòa Lạc;4,1 tỷ;100,3  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-phu-cat-1/chinh-chu-can-ban-hang-fo-doi-dien-nha-may-in-tien-cong-nghe-cao-hoa-lac-pr44257667;Xã Phú Cát, Quốc Oai, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;12/10/2025;Đất nền/Thổ cư;N/A
Bán đất tại ĐT 446, Tiến Xuân, Thạch Thất, Hà Nội, 2,3 tỷ, 86 m2 giá tốt chỉ với;2,3 tỷ;86  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-dt-446-xa-tien-xuan/ban-tai-446-thach-that-ha-noi-2-3-ty-86-m2-gia-tot-chi-voi-pr44257586;ĐT 446, Tiến Xuân, Thạch Thất, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;12/10/2025;Đất nền/Thổ cư;N/A
Ô tô 7c đỗ cửa- Nhỉnh 11 tỷ- Lô Góc 2 mặt thoáng- 34m2- Nhà Xây mới 5 Tầng- nội thấp Vip;11,2 tỷ;34  m²;4 PN;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-quy-duc-phuong-thanh-xuan-bac/o-to-7c-do-cua-nhinh-11-ty-lo-goc-2-mat-thoang-34m2-xay-moi-5-tang-noi-thap-vip-pr44257344;Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;12/10/2025;Nhà riêng/Khác;N/A
Căn 1N+ đẹp nhất dự án tầng trung giá chỉ từ 100tr/m2 , toà căn hộ VIP nhất Vinhomes Ocean Park 1;Giá thỏa thuận;60,8  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-lumiere-orient-pearl/-bayfront-hang-sang-tai-ocean-park-1-gia-chi-tu-120tr-m2-pr43889994;Dự án Lumière Bayfront, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội;Hợp đồng mua bán;Đầy đủ;12/10/2025;Căn hộ chung cư;N/A
Giá tốt 2 tỷ sở hữu lô đất 100m2 full TC tại Hoà Trúc, Phú Cát, Hà Nội, view hồ đường thông MT 6,2m;2 tỷ;100  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-hoa-thach/gia-tot-2ty-so-huu-lo-100mfuuk-tc-tai-truc-phu-cat-ha-noi-wie-ho-duong-thong-mat-6-20-pr44104297;Xã Hòa Thạch, Quốc Oai, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;12/10/2025;Đất nền/Thổ cư;N/A
Chính chủ bán nhà riêng đường Nguyễn Hoàng;14 tỷ;40  m²;4 PN;4 WC;https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hoang-phuong-mai-dich/chinh-chu-ban-hoang-pr44097855;Đường Nguyễn Hoàng, Phường Mai Dịch, Cầu Giấy, Hà Nội;Sổ đỏ/ Sổ hồng;Cơ bản;12/10/2025;Nhà riêng/Khác;N/A
Tôi cần bán 2 căn hộ Goldmark City, căn 2PN 6,6 tỷ và căn 3PN 8,2 tỷ, có sổ đỏ, hỗ trợ vay NH;6,6 tỷ;83  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/toi-ban-2-goc-2-ngu-5-ty-100tr-va-goc-3-ngu-6-ty-100tr-co-so-do-pr41979496;Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng.;Đầy đủ.;12/10/2025;Căn hộ chung cư;N/A
Chính chủ bán gấp tòa nhà mặt phố Nguyễn Văn Cừ, vị trí đẹp, dòng tiền cho thuê 400tr/th;260 tỷ;440  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-cu-1-phuong-ngoc-lam-2/chinh-chu-ban-gap-toa-vi-tri-dep-dong-tien-cho-thue-400tr-th-pr44114127;Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội;Sổ đỏ chính chủ;N/A;12/10/2025;Nhà riêng/Khác;N/A
Quỹ căn! Giá rẻ: SH - LK - BT chuyển nhượng giá tốt nhất dự án Hinode Royal Park. Chỉ từ 16 tỷ;16,3 tỷ;100  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/quy-can-gia-re-sh-lk-bt-chuyen-nhuong-gia-tot-nhat-du-an-chi-tu-13-x-ty-pr41501282;Dự án Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;12/10/2025;Biệt thự/Liền kề;N/A
Tháng 10/2025 Quỹ căn liền kề giá rẻ hơn thị trường 25%,vị trí đẹp để đầu tư,đón đường 3.5 thông xe;19 tỷ;80  m²;4 PN;4 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-van-canh-1-prj-an-lac-green-symphony/thang-7-2025-quy-can-gia-re-hon-thi-truong-25-vi-tri-dep-de-dau-tu-don-duong-3-5-thong-xe-pr43505165;Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội;Hợp đồng mua bán;N/A;12/10/2025;Biệt thự/Liền kề;N/A
(Siêu hiếm - Giá đầu tư) - Bán nhà mặt phố MINH KHAI. 205m2 x 2 tầng, nở hậu 9,63m. Giá chào: 73 tỷ;73 tỷ;205  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-khai-phuong-minh-khai/ban-vip-hai-ba-trung-205m2-x-2-tang-no-hau-9-6m2-gia-chao-72-ty-pr43825521;Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội;Sổ đỏ/ Sổ hồng;Cơ bản;12/10/2025;Nhà riêng/Khác;N/A
Đẳng cấp 5 sao - siêu phẩm Hai Bà Trưng - 80m2 - 6 tầng thang máy - 20 tỷ;20 tỷ;80  m²;7 PN;9 WC;https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/dang-cap-5-sao-sieu-pham-hai-ba-trung-80m2-6-tang-thang-may-20-ty-pr44111130;Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ.;12/10/2025;Nhà riêng/Khác;N/A
Hiếm : Ngõ1 Bùi Xương Trạch,49m,ngõ tô đỗ cửa, kinh doanh,nhà 2 tầng, nhà sổ đỏ, giá 9,9 tỷ;9,9 tỷ;49  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-bui-xuong-trach-phuong-khuong-dinh/sieu-re-49m-ngo-to-do-cua-kinh-doanh-2-tang-so-do-gia-9-9-ty-pr44253856;Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;12/10/2025;Nhà riêng/Khác;N/A
HOT-Quỹ căn VIP,độc quyền chiết khấu 35% cho khách hàng tiên phong,Chỉ có 1 căn 46 tỷ(Mua là thắng);46,1 tỷ;82,5  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/hot-quy-can-vip-doc-quyen-chiet-khau-35-cho-khach-hang-tien-phong-chi-co-1-can-46-ty-mua-la-thang-pr44156339;Vinhomes The Gallery, Giảng Võ, Giảng Võ, Ba Đình, Hà Nội;N/A;N/A;12/10/2025;Biệt thự/Liền kề;N/A
Liền kề 104m Vinhomes Wonder City Đan Phượng cạnh chung cư Masterihomes giá nhỉnh 17 tỷ.;17,5 tỷ;104  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-104m-dan-phuong-canh-chung-cu-masterihomes-gia-nhinh-17-ty-pr44255323;Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội;N/A;N/A;12/10/2025;Biệt thự/Liền kề;N/A
HÀNG KỊCH ĐỘC KĐT VĂN QUÁN-LÔ GÓC DUY NHẤT-6 TẦNG THANG MÁY-NỘI THẤT XỊN SÒ-XÂY FULL ĐẤT-31.9 TỶ;31,9 tỷ;96  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phuc-la-prj-khu-do-thi-moi-van-quan/hang-kich-doc-kdt-lo-goc-duy-nhat-6-tang-thang-may-noi-that-xin-so-xay-full-dat-31-9-ty-pr44255296;Khu đô thị mới Văn Quán, Phúc La, Hà Đông, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;12/10/2025;Biệt thự/Liền kề;N/A
BQL tổng hợp quỹ căn mới nhất: 2PN.3PN.4PN giá tốt, căn hộ đã sẵn sổ để giao dịch. LH:0961 846 ***;12 tỷ;105  m²;3 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-diamond-residence/bql-tong-p-quy-moi-nhat-2pn-3pn-4pn-gia-tot-da-san-so-de-giao-dich-lh-pr44050592;The Diamond Residence, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;12/10/2025;Căn hộ chung cư;N/A
MỞ BÁN CC LEGACY HINOIRI HÒA LẠC.GIẢM NGAY 200TR.CHIẾT KHẤU TỐI ĐA ĐẾN 10%.TRÚNG XE VF8.0962 783 ***;Giá thỏa thuận;80  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-xa-thach-hoa-1/mo-ban-legacy-hinoiri-lac-giam-ngay-150tr-chiet-khau-toi-da-den-10-trung-xe-vf8-pr44104770;Đường Đại lộ Thăng Long, Xã Thạch Hòa, Thạch Thất, Hà Nội;Hợp đồng mua bán;Cơ bản;12/10/2025;Căn hộ chung cư;N/A
Nhà đẹp 5 Tầng, Full nội thất 5* tại Mỗ Lao, ngay ngã 4 Trần Phú- Thanh Bình- Cầu Trắng. Nhỉnh 7 tỷ;7,5 tỷ;36  m²;4 PN;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-binh-phuong-mo-lao/-ht-dep-5t-full-noi-that-tai-ngay-nga-4-tran-phu-cau-trang-h-nhinh-7-ty-pr44129842;Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;12/10/2025;Nhà riêng/Khác;N/A
Mở bán 21 lô đất đẹp tại Trung Giã - Sóc Sơn - Giá cực sốc;Giá thỏa thuận;100  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-trung-gia/mo-ban-21-lo-dep-tai-soc-son-cuc-soc-pr44145959;Xã Trung Giã, Sóc Sơn, Hà Nội;N/A;N/A;12/10/2025;Đất nền/Thổ cư;N/A
Sắp ra sổ - Cập nhật quỹ căn hàng hiệu Sunshine Golden River - Hàng thật giá đẹp chỉ từ 15 tỷ;22 tỷ;211  m²;4 PN;3 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-golden-river/cap-nhat-quy-gia-cuc-mat-cho-mua-he-nay-13-7-ty-141m2-14-15-ty-162m2-pr43274861;Dự án Sunshine Golden River, Phường Phú Thượng, Tây Hồ, Hà Nội;Hợp đồng mua bán;Cơ bản;11/10/2025;Căn hộ chung cư;N/A
Toà F3 Tháp Ninh - Sun Cầu Giấy - quỹ căn view mặt ngoài thành phố, pháo hoa mỹ đình cực kỳ đẹp;Giá thỏa thuận;70  m²;N/A;N/A;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-prj-sun-feliza-suites/toa-f3-thap-ninh-cau-giay-quy-view-mat-ngoai-thanh-pho-phao-hoa-my-dinh-cuc-ky-dep-pr44251423;Dự án Sun Feliza Suites, Đường Phạm Hùng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội;N/A;N/A;11/10/2025;Căn hộ chung cư;N/A
CC bán đất đẹp Đại Áng Thanh Trì 79.8m², ngõ ô tô, gần chợ, đối diện KĐT, sổ đỏ riêng, đầu tư tốt;Giá thỏa thuận;79,8  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-dai-ang/cc-ban-dep-thanh-tri-79-8m-ngo-o-to-gan-cho-doi-dien-kdt-so-do-rieng-dau-tu-tot-pr44105858;Xã Đại Áng, Thanh Trì, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;11/10/2025;Đất nền/Thổ cư;N/A
Chính thức ra hàng tòa F3 - Sun Feliza Suites - căn view nội khu cực đẹp - chiết khấu đến 20.5%;Giá thỏa thuận;70,9  m²;N/A;N/A;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-prj-sun-feliza-suites/chinh-thuc-ra-hang-toa-f3-view-noi-khu-cuc-dep-chiet-khau-den-20-5-pr44251232;Dự án Sun Feliza Suites, Đường Phạm Hùng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội;N/A;N/A;11/10/2025;Căn hộ chung cư;N/A
ĐỘI CẤN PHÂN LÔ QUÂN ĐỘI 73M2 GIÁ 16.9 TỶ, Ô TÔ ĐỖ CỬA. LÔ GÓC 3 MẶT NGÕ, TẶNG NỘI THẤT CAO CẤP;16,9 tỷ;73  m²;4 PN;4 WC;https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-cong-vi/-phan-lo-quan-73m2-gia-16-9-ty-o-to-do-cua-lo-goc-3-mat-ngo-tang-noi-that-cao-cap-pr44250299;Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;11/10/2025;Nhà riêng/Khác;N/A
Biệt thự song lập 200m2 hướng đông Nam, đường 25m, giá cho nhà đầu tư;39,9 tỷ;200  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vanh-dai-3-5-xa-van-canh-1-prj-an-lac-green-symphony/hang-loai-gia-net-nhan-coc-24-24h-pr41119257;Dự án An Lạc Green Symphony, Đường Vành Đai 3.5, Xã Vân Canh, Hoài Đức, Hà Nội;Hợp đồng mua bán;Không nội thất;11/10/2025;Biệt thự/Liền kề;N/A
Tổng kho hàng chuyển nhượng - Vị trí đẹp nhất - giá rẻ nhất - uy tín nhất (cấp nhật mới nhất);23,65 tỷ;110  m²;6 PN;7 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-thuong-1-prj-ha-do-charm-villas/ban-hang-chuyen-nhuong-vi-tri-sieu-dep-gia-re-nhat-thi-truong-pr41852977;Dự án Hado Charm Villas, Đường Đại lộ Thăng Long, Xã An Thượng, Hoài Đức, Hà Nội;Hợp đồng mua bán;Không nội thất;11/10/2025;Biệt thự/Liền kề;N/A
Tổng kho hàng chuyển nhượng (các căn bị áp lực ngân hàng) vị trí đẹp nhất - 122m2 giá rẻ nhất dự án;23,95 tỷ;122  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vanh-dai-3-5-xa-van-canh-1-prj-an-lac-green-symphony/b-c-shophouse-view-ho-du-lac-pr33655449;Dự án An Lạc Green Symphony, Đường Vành Đai 3.5, Xã Vân Canh, Hoài Đức, Hà Nội;* Pháp lý: Tất cả các căn đã ký Hợp đồng mua bán.;N/A;11/10/2025;Biệt thự/Liền kề;N/A
Độc Quyền, Giá Tốt - Nhà Liền Kề Của CĐT HDMON LONG BIÊN - 6 Tầng - Ngang 8m;22,5 tỷ;82  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngoc-lam-phuong-bo-de/doc-quyen-gia-tot-lien-ke-cua-cdt-hdmon-long-bien-6-tang-ngang-8m-pr44248331;Đường Ngọc Lâm, Phường Bồ Đề, Long Biên, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;11/10/2025;Nhà riêng/Khác;N/A
Độc Quyền 3 Căn Suất Ngoại Giao Nhà Phố 6 Tầng của CĐT HDMON Long Biên - ngang 8m;22,5 tỷ;82  m²;8 PN;8 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngoc-lam-phuong-bo-de/doc-quyen-3-can-suat-ngoai-giao-pho-6-tang-cua-cdt-hdmon-long-bien-ngang-8m-pr44248269;Đường Ngọc Lâm, Phường Bồ Đề, Long Biên, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;11/10/2025;Biệt thự/Liền kề;N/A
Bán gấp 2 lô đất mặt đường chính quốc lộ mặt tiền gần 10m tại xã Phú Cát, Quốc Oai, Hà Nội;26,7 tỷ;452,6  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-phu-cat-xa-phu-cat-1/ban-gap-2-lo-mat-chinh-quoc-lo-mat-tien-gan-10m-tai-quoc-oai-ha-noi-pr44245654;Đường Phú Cát, Xã Phú Cát, Quốc Oai, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;10/10/2025;Đất nền/Thổ cư;N/A
ALL Quỹ CĐT Chuyển nhượng đg 24m, 30m, view chung cư DA Đông Dương RiVa. DT 80m2 sổ đỏ CC. Giá nét;10 tỷ;80  m²;7 PN;4 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-duc-thuong-prj-dong-duong-residence/all-quy-cdt-chuyen-nhuong-dg-24m-30m-view-chung-cu-da-riva-dt-80m2-so-do-cc-gia-net-pr44070597;Dự án Đông Dương Residence, Đường Quốc lộ 32, Xã Đức Thượng, Hoài Đức, Hà Nội;Sổ đỏ/ Sổ hồng;Cơ bản;07/10/2025;Biệt thự/Liền kề;N/A
Vị trí đắc địa chỉ căn duy nhất phân lô ô tô tránh 2 vỉa hè kinh doanh đa ngành nghề.;32 tỷ;75  m²;5 PN;4 WC;https://batdongsan.com.vn/ban-nha-rieng-duong-kim-dong-phuong-tuong-mai/vi-tri-dac-dia-chi-can-duy-nhat-phan-lo-o-to-tranh-2-via-he-kinh-doanh-da-nganh-nghe-pr44245277;Đường Kim Đồng, Phường Tương Mai, Hoàng Mai, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;10/10/2025;Nhà riêng/Khác;N/A
Tổng hợp quỹ hàng mới nhất khu đất dịch vụ Vân Canh 25ha - 4,5ha mặt đường VĐ 3.5 từ 40m2 - 160m2;Giá thỏa thuận;50  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-van-canh-1/tong-hop-quy-hang-moi-nhat-khu-dich-vu-25ha-4-5ha-mat-duong-vd-3-5-tu-40m2-160m2-pr44244701;Xã Vân Canh, Hoài Đức, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;10/10/2025;Đất nền/Thổ cư;N/A
Minh An Green Park - Cửa ngõ phía Nam thủ đô 10 SUẤT NGOẠI GIAO GIÁ TỐT;13,2 tỷ;80  m²;4 PN;6 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-thuong-tin-prj-minh-an-green-park/-cua-ngo-phia-nam-do-pr44244004;Minh An Green Park, Thị trấn Thường Tín, Thường Tín, Hà Nội;N/A;N/A;10/10/2025;Biệt thự/Liền kề;N/A
Bán shophouse chân đế,căn góc tòa I1, 16,5 tỷ, 74,2 m2, Tây Mỗ, Nam Từ Liêm, Hà Nội;Giá thỏa thuận;74,2  m²;N/A;N/A;https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/ban-chan-de-can-goc-toa-i1-16-5-ty-74-2-m2-nam-tu-liem-ha-noi-pr44243576;Vinhomes Smart City , Tây Mỗ, Nam Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;10/10/2025;Biệt thự/Liền kề;N/A
BÁN  LÔ ĐẤT VỊ TRÍ ĐẸP GẦN TRUNG TÂM XÃ  SƠN ĐÀ HUYỆN BA VÌ CŨ, NAY THUỘC XÃ BẤT BẠT - HÀ NỘI;2,55 tỷ;632  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-son-da/chinh-chu-ban-o-nong-thong-622m-pr43794822;Sơn Đà, Ba Vì, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;10/10/2025;Đất nền/Thổ cư;N/A
Giảm giá Bán CC 1PN The Sapphire - Vinhomes Ocean Park, Đa Tốn, Gia Lâm, Hà Nội, 3,15 tỷ, 43m2.;3,17 tỷ;43  m²;1 PN;1 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/ban-cc-1pn-gia-lam-ha-noi-3-2-ty-43m2-hang-hot-pr44241206;The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;10/10/2025;Căn hộ chung cư;N/A
Nhà mặt phố Nguyễn Viết Xuân Thanh Xuân 70m²4 tầng, kinh doanh đỉnh, giá chỉ 27.5 tỷ;27,5 tỷ;70  m²;6 PN;4 WC;https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-viet-xuan-phuong-khuong-mai/-70m2-4-tang-chi-27-ty-5-thanh-pr44240969;Đường Nguyễn Viết Xuân, Phường Khương Mai, Thanh Xuân, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;10/10/2025;Nhà riêng/Khác;N/A
Chính chủ cần bán gấp liền kề Ngọc Trai 06 đảo nhỏ Vinhomes Ocean Park Gia Lâm;20 tỷ;70,8  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngoc-trai-6-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-can-ban-gap-06-dao-nho-lam-pr43938687;Dự án Vinhomes Ocean Park Gia Lâm, Đường Ngọc Trai 6, Xã Dương Xá, Gia Lâm, Hà Nội;Sổ đỏ/ Sổ hồng;Không nội thất;10/10/2025;Biệt thự/Liền kề;N/A
Bán gấp căn liền kề mặt tiền rộng 5m kinh doanh đỉnh tại Văn Phú Hà Đông;Giá thỏa thuận;74  m²;5 PN;6 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-van-phu-phuong-phuc-la/ban-gap-can-mat-tien-rong-5m-kinh-doanh-dinh-tai-ha-dong-pr44233621;Đường Văn Phú, Phường Phúc La, Hà Đông, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;09/10/2025;Biệt thự/Liền kề;N/A
Bán shop chân đế tầng 1-Hàng ngoại giao giá đợt đầu-diện tích 54-82m2 nhận bàn giao cho thuê luôn;Giá thỏa thuận;54,3  m²;N/A;N/A;https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-the-canopy-residences-vinhomes-smart-city/ban-shop-chan-de-tang-1-hang-ngoai-giao-gia-dot-dau-dien-tich-54-82m2-nhan-ban-giao-cho-thue-luon-pr43937735;Dự án The Canopy Residences - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;Không nội thất;10/10/2025;Biệt thự/Liền kề;N/A
Chính chủ gửi bán Ngọc Trai 03 sát hồ giá tốt Vinhomes Ocean Park Gia Lâm;Giá thỏa thuận;151,2  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngoc-trai-3-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-gui-ban-03-sat-ho-tot-lam-pr44240112;Dự án Vinhomes Ocean Park Gia Lâm, Đường Ngọc Trai 3, Xã Dương Xá, Gia Lâm, Hà Nội;N/A;N/A;10/10/2025;Biệt thự/Liền kề;N/A
Bán liền kề biệt thự tại khu B Geleximco Lê Trọng Tấn, hàng xóm Thiên Đường Bảo Sơn, Vin Smart City;18,5 tỷ;100  m²;5 PN;5 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/ban-tai-b-geximco-hang-xom-thien-bao-son-vin-smart-city-pr44239695;Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;10/10/2025;Biệt thự/Liền kề;N/A
Bán BT Hoàng Thành Pearl 110m2, 6 tầng, KD tốt, Mt 7m ngay tại Mỹ Đình, Cầu Giấy. Giá 40,x tỷ;41 tỷ;110  m²;5 PN;5 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-giap-phuong-cau-dien-prj-hoang-thanh-pearl/ban-bt-110m2-6-tang-kd-tot-mt-7m-ngay-tai-my-dinh-giay-gia-40-x-ty-pr44239186;Hoàng Thành Pearl, Nguyễn Văn Giáp, Cầu Diễn, Nam Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;Cơ bản;10/10/2025;Biệt thự/Liền kề;N/A
