title;price;area;bedroom;toilet;link;address;legal;furniture;post_date;loai_bds;district
Bán căn hộ 1PN+1 43m tòa G2-3.4 tỷ imperia Sola Park kđt Vinhomes Smart;3,4 tỷ;43  m²;1 PN;1 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-imperia-sola-park/ban-1pn-1-43m-toa-g2-3-4-ty-kdt-vinmes-smart-pr44297058;Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội;Hợp đồng mua bán;Cơ bản.;16/10/2025;Căn hộ chung cư;N/A
Bán nhà cấp 4 rẻ nhất khu vực, phố An Đào C, Gia Lâm, cạnh KĐT Vinhomes, DT 85m2, giá 7,9 tỷ;7,9 tỷ;85  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-an-dao-c-thi-tran-trau-quy/b-ap-4-re-t-khu-vu-pho-gia-lam-h-kdt-vinhomes-dt-85m-gia-7-9-ty-pr44297030;Đường An Đào C, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Nhà riêng/Khác;N/A
Bán nhà Ngoại Giao Đoàn - Xuân La ngay Đại Sứ Quán Hàn 39m2 ôtô, thang máy, ngõ thông, full đồ;8,46 tỷ;39  m²;4 PN;5 WC;https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-dinh/ban-ngoai-giao-doan-la-ngay-dai-su-quan-han-39m2-o-to-thang-may-ngo-thong-full-do-pr44296980;Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;16/10/2025;Nhà riêng/Khác;N/A
nhà mặt phố Nguyễn Xiển 169m 9 tầng 2 mặt thoáng đẹp nhất phố kinh doanh đỉnh;119 tỷ;169  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-xien-phuong-ha-dinh/-169m-9-tang-2-thoang-dep-nhat-kinh-doanh-dinh-pr44296965;Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;16/10/2025;Nhà riêng/Khác;N/A
Bán nhà mới đẹp- lô góc- thang máy ngõ thông gần phố Hoàng Quốc Việt-Phạm V Đồng ngõ thông: 50m2x6T;13,5 tỷ;50  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/ban-moi-dep-lo-goc-thang-may-ngo-thong-gan-pho-pham-v-dong-ngo-thong-50m-x6t-pr44296959;Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Nhà riêng/Khác;N/A
Bán nhà mặt phố Xuân La, Tây Hồ tòa apartment 9T, MT 7m, hạ chào 15.5tỷ 250tr/th, giá đầu tư 69tỷ;69 tỷ;160  m²;29 PN;29 WC;https://batdongsan.com.vn/ban-nha-mat-pho-duong-xuan-la-phuong-xuan-la/ban-tay-ho-toa-apartment-9tang-mt7m-ha-chao-15-5ty-250tr-thang-gia-dau-tu-6xty-pr43876802;Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;16/10/2025;Nhà riêng/Khác;N/A
Chỉ từ 1,3 tỷ (15%) sở hữu ngay CC chuẩn 5 sao mặt đường Phạm Văn Đồng (ký ngay HĐMB);Giá thỏa thuận;74  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-tmc-smart-home/chi-1-3-ty-15-so-huu-ngay-cc-chuan-5-sao-mat-pham-van-dong-ky-ngay-hdmb-pr44296844;TMC Smart Home, Nguyễn Đình Tứ, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội;N/A;N/A;16/10/2025;Căn hộ chung cư;N/A
CẦN BÁN CĂN HỘ 79,5M - MỸ ĐÌNH PLAZA 2 - GIÁ TỐT;7,3 tỷ;79,5  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-hoang-phuong-my-dinh-2-prj-my-dinh-plaza-2/-ban-79-5m-2-gia-tot-pr44296841;Mỹ Đình Plaza 2, Nguyễn Hoàng, Mỹ Đình 2, Nam Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Căn hộ chung cư;N/A
Bán 1N+ 48m2 giá 4,29 tỷ bao phí full nội thất cao cấp;4,29 tỷ;48  m²;1 PN;1 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/ban-1n-48m2-gia-4-29-ty-bao-phi-full-noi-that-cao-cap-pr44296761;The Sakura - Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội;Hợp đồng mua bán;Đầy đủ;16/10/2025;Căn hộ chung cư;N/A
N/A;22 tỷ;70,8  m²;N/A;N/A;https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngoc-trai-6-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/22-ty-6-mat-52m-kinh-doanh-sam-uat-cho-thue-35tr-thang-lam-pr44058956;Dự án Vinhomes Ocean Park Gia Lâm, Đường Ngọc Trai 6, Xã Dương Xá, Gia Lâm, Hà Nội;Sổ đỏ/ Sổ hồng.;N/A;18/10/2025;Biệt thự/Liền kề;N/A
N/A;4,5 tỷ;1.030  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-tan-linh/manh-san-nha-co-32-7m-mat-tien-duong-nhua-tai-phu-hop-mua-o-hoac-dau-tu-phan-lo-pr44308004;Hiệu Lực, Tản Lĩnh, Ba Vì, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;17/10/2025;Đất nền/Thổ cư;N/A
N/A;24,5 tỷ;54,8  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-dao-thanh-phuong-ha-dinh/phan-lo-xuan-65m2-x6t-thang-may-lo-goc-rong-day-du-noi-that-gia-24-5-ty-pr44217743;Đường Hoàng Đạo Thành, Phường Hạ Đình, Thanh Xuân, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;18/10/2025;Nhà riêng/Khác;N/A
N/A;3,8 tỷ;40  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-duc-tu/ban-lo-sieu-dep-sat-duong-dan-cau-lien-vi-tri-thon-thac-qua-dong-anh-ha-noi-pr44310666;Thôn Thạc Quả, Xã Dục Tú, Đông Anh, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;18/10/2025;Đất nền/Thổ cư;N/A
N/A;5,75 tỷ;30  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-phuc-loi-phuong-phuc-loi/-dep-5-tang-ngo-thong-oto-do-cua-o-ngay-gia-chi-5-75-ty-pr44312557;Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội;Sổ đỏ/ Sổ hồng;Cơ bản;18/10/2025;Nhà riêng/Khác;N/A
N/A;2,6 tỷ;61,2  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-co-dong/ban-dep-tai-binh-yen-thach-that-ha-noi-2-6-ty-71-6-m2-pr44300053;Xã Cổ Đông, Sơn Tây, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;17/10/2025;Đất nền/Thổ cư;N/A
N/A;4,31 tỷ;116,5  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-can-huu/lo-goc-ngo-oto-gan-khu-dau-gia-huu-pr42879873;Xã Cấn Hữu, Quốc Oai, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;07/10/2025;Đất nền/Thổ cư;N/A
Chính Chủ Bán Căn Hộ H3.2508A 2 Ngủ View Hồ- Đông Nam - Masteri Water Front;6,2 tỷ;63  m²;N/A;N/A;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngoc-trai-xa-da-ton-prj-masteri-waterfront/chinh-chu-ban-2n-ban-cong-huong-dn-view-toa-h3-water-front-pr44098031;Masteri Water Front, Đường Ngọc Trai, Xã Đa Tốn, Gia Lâm, Hà Nội;Hợp đồng mua bán;Cơ bản;13/10/2025;Căn hộ chung cư;N/A
Bán lô đất khu đấu giá Nguyễn Du, trung tâm Thường Tín, DT 151m2, lô góc MT 15m 34,5 tỷ KD siêu VIP;34,5 tỷ;151  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-ly-tu-tan-thi-tran-thuong-tin/ban-lo-khu-dau-gia-nguyen-du-trung-tam-dt151m2-lo-goc-mt15m-34-5-ty-kd-sieu-vip-pr44078646;Đường Lý Tử Tấn, Thị trấn Thường Tín, Thường Tín, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Đất nền/Thổ cư;N/A
Home&Land độc quyền! Shophouse Nam An Khánh trục kim cương thông Vinsmart City sở hữu ngay;Giá thỏa thuận;188  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lang-hoa-lac-xa-an-khanh-4-prj-khu-do-thi-nam-an-khanh/home-ld-doc-quyen-shophouse-khh-truc-kim-cuong-thong-vinsmart-city-so-huu-ngay-pr44296606;Khu đô thị Nam An Khánh, Láng Hòa Lạc, An Khánh, Hoài Đức, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Biệt thự/Liền kề;N/A
Duy nhất! Shophouse Nam An Khánh trục kim cương thông Vinsmart City sở hữu ngay hôm nay;Giá thỏa thuận;188  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lang-hoa-lac-xa-an-khanh-4-prj-khu-do-thi-nam-an-khanh/duy-nhat-shophouse-khh-truc-kim-cuong-thong-vinsmart-city-so-huu-ngay-hom-nay-pr44296579;Khu đô thị Nam An Khánh, Láng Hòa Lạc, An Khánh, Hoài Đức, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Biệt thự/Liền kề;N/A
Bán ô góc 313m2, MT: 39m đấu giá ngõ 21 Lê Văn Lương0974 681 ***;Giá thỏa thuận;313  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-le-van-luong-phuong-nhan-chinh/ban-o-goc-313m2-dau-gia-ngo-21-luong-pr42501783;Ngõ 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Đất nền/Thổ cư;N/A
Bán Gấp căn hộ dự án The Garden Mễ trì, DT 109M2 TK 2 NGỦ 2 VS dưới là 4 tầng trung tâm thương mại.;Giá thỏa thuận;109  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-me-tri-phuong-my-dinh-1-prj-the-garden/ban-gap-du-an-dt-109m2-tk-2-ngu-2-vs-duoi-la-4-tang-trung-tam-thuong-mai-pr44296539;The Garden, Mễ Trì, Mỹ Đình 1, Nam Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;16/10/2025;Căn hộ chung cư;N/A
Giá Đầu Tư Mặt Phố Đội Cấn - Ba Đình 90m2* Mặt Tiền 7m. Vị Trí Đẹp Vỉa Hè Rộng Minh Doanh;64 tỷ;90  m²;5 PN;5 WC;https://batdongsan.com.vn/ban-nha-mat-pho-duong-doi-can-phuong-doi-can/gia-dau-tu-ba-dinh-90m2-tien-7m-vi-tri-dep-via-he-rong-minh-doanh-pr44296512;Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Nhà riêng/Khác;N/A
PKD chủ đầu tư mở bán căn hộ tại dự án 360 Giải Phóng, chiết khấu 10,5%, bank LS 0% , LH0964 556 ***;Giá thỏa thuận;72,9  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-the-queen/pkd-chu-dau-tu-mo-ban-tai-so-360-png-chiet-khau-ngay-9-5-bank-ls-0-lh-pr44115976;The Queen, số 360, Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;16/10/2025;Căn hộ chung cư;N/A
Chính chủ bán căn hộ Capital Elite 18 Phạm Hùng, 105m2 thiết kế 3 ngủ tầng trung đẹp giá 11 tỷ;11 tỷ;105  m²;3 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-capital-elite/chinh-chu-ban-18-105m2-thiet-ke-3-ngu-tang-trung-dep-gia-12ty-pr44223464;Capital Elite, 18, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội;Đang chờ sổ;Đầy đủ;16/10/2025;Căn hộ chung cư;N/A
Cơ hội Vàng cho Quý NĐT nhanh tay. Shophouse Chân đế Long Biên Central. Giá rẻ nhất;Giá thỏa thuận;100  m²;N/A;N/A;https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-viet-hung-2-prj-long-bien-central/co-hoi-vang-cho-quy-ndt-nhanh-tay-chan-de-gia-re-nhat-pr44296416;Long Biên Central, Việt Hưng, Long Biên, Hà Nội;Sổ đỏ/ Sổ hồng;Cơ bản;16/10/2025;Biệt thự/Liền kề;N/A
11.7 tỷ - Phố Cầu Giấy 48m2 - 5 tầng thang máy - 9 phòng - Đã nghiệm thu và có giấy phép PCCC;11,7 tỷ;48  m²;9 PN;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-cau-giay-phuong-yen-hoa-2/11-7-ty-pho-5-tang-thang-may-tong-9-phong-cho-thue-48m2-mat-tien-4-6m-so-rat-dep-pr43834837;Đường Cầu Giấy, Phường Yên Hòa, Cầu Giấy, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;16/10/2025;Nhà riêng/Khác;N/A
Mở bán đợt 1 chung cư cao cấp KĐT Vườn Đào Tây Hồ - Biểu tượng mới của cuộc sống đẳng cấp;8,9 tỷ;56  m²;2 PN;1 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-thuong-1-prj-celestine-westlake/mo-ban-dot-1-cao-cap-kdt-vuon-dao-tay-bieu-tuong-moi-a-oc-song-dang-cap-pr44296402;Celestine Westlake, 300, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội;N/A;Bàn giao full nội thất liền tường cao cấp.;16/10/2025;Căn hộ chung cư;N/A
Hot. Hot chính chủ bán căn hộ chung cư 3PN DT 135m2 CC Iris Garden số 30 Trần Hữu Dực Mỹ Đình - HN;Giá thỏa thuận;135  m²;3 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-cau-dien-prj-iris-garden/t-t-chinh-chu-ban-3pn-tai-so-30-my-dinh-pr41182913;Iris Garden, Số 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.;Sổ đỏ/ Sổ hồng;Đầy đủ;16/10/2025;Căn hộ chung cư;N/A
Chỉ hơn 15 tỷ sở hữu căn liền kề 75m2 tại Eurowindow Twin Parks Gia Lâm rẻ nhất dự án;15,5 tỷ;75  m²;4 PN;4 WC;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-thanh-trung-thi-tran-trau-quy-prj-eurowindow-twin-parks/chi-hon-15-ty-ban-cap-can-75m2-tai-gia-lam-re-nhat-du-an-pr43301146;Dự án Eurowindow Twin Parks, Đường Thành Trung, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội;Sổ đỏ/ Sổ hồng;Nhà thô hoàn thiện mặt ngoài;06/10/2025;Biệt thự/Liền kề;N/A
CHÍNH CHỦ BÁN GẤP đất Thanh Trì (TT) ô tô đỗ cửa, sổ đỏ chính chủ 97m2;8,24 tỷ;97  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-vinh-quynh/ban-mat-duong-o-to-do-cua-so-do-chinh-chu-pr44205731;Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Đất nền/Thổ cư;N/A
BÁN CHUNG CƯ THE QUEEN 360 GIẢI PHÓNG - GIÁ TỪ 7,X TỶ, CK ĐẾN 10,5%;Giá thỏa thuận;72,9  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-the-queen/ban-360-gia-tu-7-x-ty-ck-den-10-5-pr44296020;The Queen, Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội;Hợp đồng mua bán;Đầy đủ;16/10/2025;Căn hộ chung cư;N/A
Cập nhật quỹ hàng chuyển nhượng Liền kề BT đường Lê Quang Đạo dự án Louis City Đại Mỗ chỉ từ 24 tỷ;24 tỷ;100  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-quang-dao-phuong-dai-mo-prj-louis-city-dai-mo/cap-nhat-quy-can-shophouse-tot-nhat-thi-truong-du-an-12-2023-pr38790648;Dự án Louis City Đại Mỗ, Đường Lê Quang Đạo, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội;N/A;N/A;16/10/2025;Biệt thự/Liền kề;N/A
Bán đất tại Ngõ 55 Hoàng Hoa Tham DT 100m2 giá 16 tỷ;16 tỷ;100  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-hoang-hoa-tham-phuong-ngoc-ha/ban-tai-ngo-55-dt-100m2-gia-16-ty-pr44295761;Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Đất nền/Thổ cư;N/A
Chính chủ cần bán lô đất 80m2 full thổ cư Tiến Văn- Chương Mỹ. Giá rẻ hời cho nhà đầu tư nhanh tay;1,5 tỷ;80  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-hoang-van-thu-5/chinh-chu-can-ban-lo-80m2-full-tho-cu-tien-chuong-my-gia-re-hoi-cho-nha-dau-tu-nhanh-tay-pr44255765;Xã Hoàng Văn Thụ, Chương Mỹ, Hà Nội;N/A;N/A;12/10/2025;Đất nền/Thổ cư;N/A
Bán đất tại Phúc Thọ, Mai Lâm, Đông Anh, 69triệu/m2, diện tích 215m2, giá cực chất đẹp;14,84 tỷ;215  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-phuc-tho-xa-mai-lam/ban-tai-dong-anh-ha-noi-55-trieu-m2-215-m2-gia-cuc-chat-dep-pr41966112;Đường Phúc Thọ, Xã Mai Lâm, Đông Anh, Hà Nội;N/A;N/A;16/10/2025;Đất nền/Thổ cư;N/A
N/A;15,66 tỷ;135  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-35-thi-tran-chi-dong/sieu-pham-135m2-mat-35m-kinh-doanh-sam-uat-ngay-dem-2-mat-tien-to-2-me-linh-pr43924307;Đường 35, Thị trấn Chi Đông, Mê Linh, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;08/10/2025;Đất nền/Thổ cư;N/A
N/A;7,01 tỷ;82,5  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-23b-xa-dai-thinh/ban-82-5m-mat-tien-5m-via-he-kinh-doanh-trung-tam-hanh-chinh-me-linh-cu-chi-85tr-m-pr43925000;Đường 23B, Xã Đại Thịnh, Mê Linh, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;08/10/2025;Đất nền/Thổ cư;N/A
N/A;8,78 tỷ;67,5  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-song-phuong/ban-67-5-khu-cay-sung-duong-thong-o-to-tranh-nhau-vi-tri-kinh-doanh-pr44300943;Khu Cây Sung, Xã Song Phượng, Đan Phượng, Hà Nội;Có sổ.;N/A;17/10/2025;Đất nền/Thổ cư;N/A
N/A;52,5 tỷ;86  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-minh-khai-phuong-vinh-tuy/khu-vip-times-city-gara-o-to-via-he-kinh-doanh-dinh-86m-5t-mt5m-pr44113322;Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;17/10/2025;Biệt thự/Liền kề;N/A
N/A;2,94 tỷ;84  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-hien-ninh-1/chinh-chu-ban-truc-kinh-doanh-mon-noi-bai-ha-noi-pr44271509;Ninh Môn, Xã Hiền Ninh, Sóc Sơn, Hà Nội;Có sổ.;N/A;14/10/2025;Đất nền/Thổ cư;N/A
N/A;11,5 tỷ;82,6  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/ban-dat-tang-3-tang-trung-tam-100m-mat-tien-5-7m-gia-11-5-ty-pr43839954;Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội;Sổ đỏ/ Sổ hồng.;Đầy đủ.;13/10/2025;Đất nền/Thổ cư;N/A
N/A;14,2 tỷ;77  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-phuc-loi-phuong-phuc-loi/ban-long-bien-mat-to-kinh-doanh-via-he-cong-ten-no-tranh-nhau-lh-pr43771396;Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội;Sổ đỏ/ Sổ hồng.;N/A;17/10/2025;Đất nền/Thổ cư;N/A
N/A;7,38 tỷ;59  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-xa-duc-tu/vip-ban-2-manh-59m2-tai-bia-lang-dinh-trang-dong-anh-hn-pr44199739;Đình Tràng, Xã Dục Tú, Đông Anh, Hà Nội;Sổ đỏ/ Sổ hồng.;N/A;18/10/2025;Đất nền/Thổ cư;N/A
Chính chủ gửi bán lô giáp công nghệ cao.diện tích 840m2.thô cư 460m2.Thôn vân lôi.Hoà lạc.Hà Nội;Giá thỏa thuận;840  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-420-xa-binh-yen-1/chinh-chu-gui-ban-lo-giap-cong-nghe-cao-dien-tich-840m2-tho-cu-460m2-thon-van-loi-hoa-lac-ha-noi-pr44295708;420, Bình Yên, Thạch Thất, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Đất nền/Thổ cư;N/A
HOT! CHỈ TỪ 6 TỶ SỞ HỮU NGAY CĂN HỘ CAO CẤP 2-3PN TẠI KHU VỰC TÂT HỒ TÂY, CK 12,5%, HTLS 18 THÁNG;6,69 tỷ;69  m²;2 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-tmc-smart-home/t-chi-6-ty-so-huu-ngay-cao-cap-2-3pn-tai-khu-vuc-tat-tay-ck-12-5-htls-18-thang-pr44295683;TMC Smart Home, Nguyễn Đình Tứ, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;Full nội thất cao cấp;16/10/2025;Căn hộ chung cư;N/A
Mới! Tổng hợp 36 căn hộ 2N3N4N chủ nhà tin tưởng gửi bán được cập nhật liên tục trong năm 2025;8,2 tỷ;96  m²;3 PN;2 WC;https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-my-dinh-1-prj-the-emerald/moi-tong-p-36-2n3n4n-chu-nha-tin-tuong-gui-ban-duoc-cap-nhat-lien-tuc-trong-nam-2024-pr39151738;Dự án The Emerald CT8 Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;Full nội thất.;13/10/2025;Căn hộ chung cư;N/A
Bán chung cư đối diện công viên Phùng Khoang, căn góc, ban công Đông Nam, diện tích 146m;9,9 tỷ;146  m²;N/A;N/A;https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-trung-van-prj-hh2-bac-ha/ban-doi-dien-cong-vien-phung-khoang-goc-ban-cong-dong-nam-dien-tich-146m-pr44295610;HH2 Bắc Hà, Phường Trung Văn, Nam Từ Liêm, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Căn hộ chung cư;N/A
CCMN 42PN tại Mỹ Đình, ngõ ô tô Dòng tiền 2,2 tỷ/năm .DT:135m2 xây 8 tầng. Giá 34,9T;34,9 tỷ;135  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-2/ccmn-42pn-tai-ngo-o-to-dong-tien-2-2-ty-nam-dt-135m2-xay-8-tang-gia-34-9t-pr43740949;đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội;N/A;N/A;16/10/2025;Nhà riêng/Khác;N/A
Bán gấp siêu phẩm dòng tiền Trần Duy Hưng, 18 phòng Studio, 148m2, 8 tầng, 8m MT, giá 40 tỷ;40 tỷ;148  m²;18 PN;18 WC;https://batdongsan.com.vn/ban-nha-rieng-duong-tran-duy-hung-phuong-yen-hoa-2/ban-gap-sieu-pham-dong-tien-18-phong-studio-148m2-8-tang-8m-mt-gia-40-ty-pr44295332;Đường Trần Duy Hưng, Phường Yên Hòa, Cầu Giấy, Hà Nội;Sổ đỏ/ Sổ hồng;Đầy đủ;16/10/2025;Nhà riêng/Khác;N/A
Chủ đất( ko qua trung gian ) ô tô ngủ trong nhà - giá F0 - Đầu tư sinh lời - dòng tiền 3 phòng trọ;5,68 tỷ;75,5  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-giap-hai-xa-da-ton/-phan-lo-no-hau-o-to-ngu-trong-nha-gia-f0-dau-tu-sinh-loi-dong-tien-3-phong-tro-pr43579997;Đường Giáp Hải, Xã Đa Tốn, Gia Lâm, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Đất nền/Thổ cư;N/A
Cần bán nhà lô góc phố Ngọc Hà 72m2. 37.5tỷ Ba Đình. Nhà căn góc mặt tiền 15m;37,5 tỷ;72  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-rieng-phuong-ngoc-ha/can-ban-lo-goc-pho-72m2-mat-tien-4-2m-5-tang-btct-cc-cn-37-5ty-ba-dinh-pr44295363;Phường Ngọc Hà, Ba Đình, Hà Nội;Sổ đỏ/ Sổ hồng;N/A;16/10/2025;Nhà riêng/Khác;N/A
Chính chủ bán A1.2 liền kề Thanh Hà - Mường Thanh giá đầu tư;11,5 tỷ;100  m²;N/A;N/A;https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/chinh-chu-ban-a1-2-gia-dau-tu-pr21551903;Dự án Thanh Hà Mường Thanh, Đường 70, Phường Kiến Hưng, Hà Đông, Hà Nội;N/A;N/A;16/10/2025;Biệt thự/Liền kề;N/A
Bán mảnh đất 79,4m2 - đối diện khu đấu giá X5 Du Nội, Mai Lâm, Đông Anh, HN. Giá đầu tư;9,53 tỷ;79,4  m²;N/A;N/A;https://batdongsan.com.vn/ban-dat-duong-du-noi-xa-mai-lam/ban-nhanh-manh-cuc-dep-gia-sieu-hoi-tai-dong-anh-ha-pr42761679;Đường Du Nội, Xã Mai Lâm, Đông Anh, Hà Nội;Sổ đỏ/ Sổ hồng.;N/A;14/10/2025;Đất nền/Thổ cư;N/A
